Year,State,Offense,SubCat,TrueCount,Unfounded,Cleared,JuvCleared
2018,North Dakota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,North Dakota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Kentucky,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Kentucky,Human Trafficking,Commercial Sex Acts,2,0,2,0
2017,Kentucky,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,Kentucky,Human Trafficking,Involuntary Servitude,1,0,0,0
2018,Michigan,Human Trafficking,Involuntary Servitude,1,0,0,0
2016,Kentucky,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Kentucky,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Kentucky,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Virginia,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,Michigan,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Kentucky,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,South Carolina,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Michigan,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Texas,Human Trafficking,Commercial Sex Acts,2,0,0,0
2020,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,West Virginia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Massachusetts,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,Massachusetts,Human Trafficking,Commercial Sex Acts,3,0,3,0
2020,Massachusetts,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Massachusetts,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,Florida,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,Florida,Human Trafficking,Commercial Sex Acts,25,4,5,0
2020,Florida,Human Trafficking,Involuntary Servitude,3,1,0,0
2020,Florida,Human Trafficking,Commercial Sex Acts,2,0,2,0
2020,Florida,Human Trafficking,Involuntary Servitude,4,1,4,0
2020,Florida,Human Trafficking,Commercial Sex Acts,1,4,0,0
2020,Georgia,Human Trafficking,Commercial Sex Acts,6,0,0,0
2019,Missouri,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Missouri,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,Missouri,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,Missouri,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,South Dakota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,South Dakota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Delaware,Human Trafficking,Involuntary Servitude,2,0,2,0
2019,Washington,Human Trafficking,Commercial Sex Acts,2,0,0,0
2019,Washington,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Florida,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,Florida,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,Florida,Human Trafficking,Commercial Sex Acts,4,4,3,0
2020,Florida,Human Trafficking,Commercial Sex Acts,1,0,1,0
2018,Washington,Human Trafficking,Commercial Sex Acts,4,0,4,0
2020,Florida,Human Trafficking,Commercial Sex Acts,8,0,8,0
2020,Florida,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Florida,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Delaware,Human Trafficking,Involuntary Servitude,1,0,0,0
2018,Colorado,Human Trafficking,Commercial Sex Acts,1,0,1,0
2018,Delaware,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Maine,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,West Virginia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,North Dakota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Maine,Human Trafficking,Commercial Sex Acts,2,0,0,0
2018,Colorado,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Colorado,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Colorado,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,Colorado,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,West Virginia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Nevada,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Nevada,Human Trafficking,Commercial Sex Acts,3,0,0,0
2019,Nevada,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Nevada,Human Trafficking,Commercial Sex Acts,4,0,2,0
2018,Nevada,Human Trafficking,Commercial Sex Acts,2,0,1,1
2018,Nevada,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Nevada,Human Trafficking,Commercial Sex Acts,2,0,0,0
2018,Nevada,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Wyoming,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,West Virginia,Human Trafficking,Commercial Sex Acts,2,0,0,0
2019,West Virginia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,West Virginia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,West Virginia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Colorado,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Missouri,Human Trafficking,Involuntary Servitude,1,0,0,0
2018,Missouri,Human Trafficking,Commercial Sex Acts,3,0,0,0
2020,Missouri,Human Trafficking,Commercial Sex Acts,2,0,2,0
2020,Tennessee,Human Trafficking,Commercial Sex Acts,1,0,2,0
2020,Missouri,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,West Virginia,Human Trafficking,Commercial Sex Acts,2,0,0,0
2019,Virginia,Human Trafficking,Involuntary Servitude,1,0,1,0
2020,Virginia,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,Virginia,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,Virginia,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Minnesota,Human Trafficking,Commercial Sex Acts,4,0,4,0
2019,Texas,Human Trafficking,Involuntary Servitude,2,0,2,0
2019,Texas,Human Trafficking,Involuntary Servitude,2,0,2,0
2019,South Carolina,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Georgia,Human Trafficking,Commercial Sex Acts,2,0,0,0
2019,Texas,Human Trafficking,Involuntary Servitude,1,0,1,0
2018,South Carolina,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,Vermont,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,South Carolina,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,Montana,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Minnesota,Human Trafficking,Commercial Sex Acts,2,0,0,0
2020,Georgia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Wisconsin,Human Trafficking,Commercial Sex Acts,2,0,0,0
2020,Montana,Human Trafficking,Commercial Sex Acts,2,0,0,0
2019,Virginia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Washington,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,North Carolina,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,New Jersey,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Nevada,Human Trafficking,Commercial Sex Acts,13,0,8,0
2019,Massachusetts,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,Ohio,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Connecticut,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Michigan,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Michigan,Human Trafficking,Involuntary Servitude,1,0,1,0
2020,Georgia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Georgia,Human Trafficking,Commercial Sex Acts,2,0,1,0
2018,Connecticut,Human Trafficking,Involuntary Servitude,2,0,0,0
2020,Georgia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Maryland,Human Trafficking,Commercial Sex Acts,1,0,1,0
2018,Connecticut,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Connecticut,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Connecticut,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Michigan,Human Trafficking,Commercial Sex Acts,7,0,7,0
2019,Michigan,Human Trafficking,Commercial Sex Acts,12,0,11,0
2019,Michigan,Human Trafficking,Commercial Sex Acts,4,0,3,0
2019,Michigan,Human Trafficking,Commercial Sex Acts,10,0,9,0
2019,Michigan,Human Trafficking,Commercial Sex Acts,2,0,2,0
2020,Michigan,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Connecticut,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Michigan,Human Trafficking,Commercial Sex Acts,6,0,6,0
2020,Michigan,Human Trafficking,Commercial Sex Acts,5,0,5,0
2020,Oregon,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Oregon,Human Trafficking,Commercial Sex Acts,2,0,0,0
2020,Georgia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Georgia,Human Trafficking,Commercial Sex Acts,2,0,0,0
2018,Texas,Human Trafficking,Commercial Sex Acts,3,0,0,0
2020,Tennessee,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,Utah,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,Rhode Island,Human Trafficking,Commercial Sex Acts,2,0,0,0
2018,South Carolina,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,South Carolina,Human Trafficking,Commercial Sex Acts,2,0,0,0
2018,Tennessee,Human Trafficking,Commercial Sex Acts,1,0,1,0
2017,Tennessee,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Tennessee,Human Trafficking,Commercial Sex Acts,3,0,0,0
2018,Tennessee,Human Trafficking,Commercial Sex Acts,3,0,0,0
2018,Tennessee,Human Trafficking,Commercial Sex Acts,2,0,0,0
2019,Maine,Human Trafficking,Commercial Sex Acts,1,0,1,0
2017,Tennessee,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Washington,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,Washington,Human Trafficking,Involuntary Servitude,1,0,1,0
2020,Washington,Human Trafficking,Involuntary Servitude,2,0,0,0
2019,North Carolina,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,North Carolina,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Texas,Human Trafficking,Commercial Sex Acts,4,0,0,0
2020,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,Texas,Human Trafficking,Commercial Sex Acts,2,0,0,0
2020,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Texas,Human Trafficking,Commercial Sex Acts,2,0,0,0
2020,North Carolina,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,Missouri,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Wisconsin,Human Trafficking,Commercial Sex Acts,2,0,2,0
2019,Wisconsin,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,Missouri,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Missouri,Human Trafficking,Involuntary Servitude,1,0,1,0
2020,Missouri,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,North Carolina,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,North Carolina,Human Trafficking,Involuntary Servitude,2,0,0,0
2019,North Carolina,Human Trafficking,Involuntary Servitude,3,0,0,0
2019,North Carolina,Human Trafficking,Involuntary Servitude,2,0,1,0
2019,North Carolina,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,North Carolina,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2018,Minnesota,Human Trafficking,Commercial Sex Acts,2,0,2,0
2018,Texas,Human Trafficking,Commercial Sex Acts,5,1,1,1
2017,Oklahoma,Human Trafficking,Commercial Sex Acts,2,0,2,0
2017,Oklahoma,Human Trafficking,Commercial Sex Acts,2,0,2,0
2017,Texas,Human Trafficking,Involuntary Servitude,2,0,0,0
2017,Texas,Human Trafficking,Commercial Sex Acts,1,0,1,0
2018,Minnesota,Human Trafficking,Commercial Sex Acts,21,0,19,0
2017,Oklahoma,Human Trafficking,Commercial Sex Acts,1,0,1,1
2017,Oklahoma,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Louisiana,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Louisiana,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Louisiana,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Massachusetts,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Hawaii,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,Virginia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Massachusetts,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Arkansas,Human Trafficking,Involuntary Servitude,1,0,0,0
2017,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,Louisiana,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Missouri,Human Trafficking,Involuntary Servitude,2,0,0,0
2013,Missouri,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Missouri,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Missouri,Human Trafficking,Involuntary Servitude,4,0,0,0
2020,Texas,Human Trafficking,Involuntary Servitude,3,0,3,0
2017,Tennessee,Human Trafficking,Commercial Sex Acts,1,0,1,0
2018,Washington,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Oregon,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Tennessee,Human Trafficking,Commercial Sex Acts,5,0,0,0
2019,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,1
2018,Vermont,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Vermont,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Washington,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Texas,Human Trafficking,Commercial Sex Acts,3,0,2,0
2019,Texas,Human Trafficking,Involuntary Servitude,1,0,1,0
2018,Washington,Human Trafficking,Involuntary Servitude,1,0,0,0
2017,Washington,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Washington,Human Trafficking,Involuntary Servitude,2,0,1,0
2018,Washington,Human Trafficking,Involuntary Servitude,2,0,0,0
2019,Arizona,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,Utah,Human Trafficking,Commercial Sex Acts,1,0,1,0
2016,Texas,Human Trafficking,Involuntary Servitude,1,0,1,0
2016,Oklahoma,Human Trafficking,Commercial Sex Acts,1,0,1,0
2016,Rhode Island,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Rhode Island,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,South Carolina,Human Trafficking,Involuntary Servitude,1,0,0,0
2016,South Carolina,Human Trafficking,Involuntary Servitude,4,0,0,0
2016,Tennessee,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Tennessee,Human Trafficking,Commercial Sex Acts,2,0,0,0
2016,Tennessee,Human Trafficking,Commercial Sex Acts,2,0,0,0
2016,Texas,Human Trafficking,Commercial Sex Acts,1,0,1,0
2016,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2016,Texas,Human Trafficking,Commercial Sex Acts,2,0,1,0
2016,Texas,Human Trafficking,Involuntary Servitude,5,0,0,0
2016,Texas,Human Trafficking,Commercial Sex Acts,4,0,2,0
2016,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2016,Florida,Human Trafficking,Commercial Sex Acts,3,1,0,0
2016,Florida,Human Trafficking,Involuntary Servitude,1,1,0,0
2016,Florida,Human Trafficking,Commercial Sex Acts,42,13,14,0
2016,Florida,Human Trafficking,Involuntary Servitude,2,0,2,0
2016,Florida,Human Trafficking,Commercial Sex Acts,3,0,3,0
2016,Florida,Human Trafficking,Involuntary Servitude,2,0,2,0
2016,Florida,Human Trafficking,Commercial Sex Acts,2,0,2,0
2016,Kentucky,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Florida,Human Trafficking,Commercial Sex Acts,2,3,2,0
2016,Florida,Human Trafficking,Commercial Sex Acts,4,3,4,0
2016,Louisiana,Human Trafficking,Commercial Sex Acts,3,0,3,0
2016,Florida,Human Trafficking,Commercial Sex Acts,4,8,1,0
2016,Florida,Human Trafficking,Commercial Sex Acts,1,1,0,0
2016,Florida,Human Trafficking,Involuntary Servitude,1,0,0,0
2016,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Minnesota,Human Trafficking,Commercial Sex Acts,4,0,4,0
2016,Florida,Human Trafficking,Commercial Sex Acts,3,0,3,0
2016,Florida,Human Trafficking,Commercial Sex Acts,1,0,1,0
2016,Florida,Human Trafficking,Commercial Sex Acts,9,2,0,0
2016,Minnesota,Human Trafficking,Commercial Sex Acts,5,0,4,0
2016,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2016,Texas,Human Trafficking,Commercial Sex Acts,1,0,1,0
2016,Florida,Human Trafficking,Commercial Sex Acts,2,0,0,0
2016,Florida,Human Trafficking,Involuntary Servitude,1,0,0,0
2016,Florida,Human Trafficking,Commercial Sex Acts,2,6,2,0
2016,Florida,Human Trafficking,Commercial Sex Acts,8,0,8,0
2016,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2016,Texas,Human Trafficking,Commercial Sex Acts,1,0,1,0
2016,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Florida,Human Trafficking,Commercial Sex Acts,3,0,3,0
2016,Florida,Human Trafficking,Commercial Sex Acts,2,0,1,0
2016,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Arizona,Human Trafficking,Commercial Sex Acts,4,0,0,0
2017,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2017,Missouri,Human Trafficking,Involuntary Servitude,2,0,0,0
2019,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Ohio,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Illinois,Human Trafficking,Commercial Sex Acts,3,0,0,0
2017,Missouri,Human Trafficking,Involuntary Servitude,1,0,0,0
2017,Missouri,Human Trafficking,Commercial Sex Acts,1,0,1,1
2017,Missouri,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Tennessee,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Arizona,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Arizona,Human Trafficking,Commercial Sex Acts,2,0,0,0
2017,Oklahoma,Human Trafficking,Commercial Sex Acts,1,0,1,0
2018,Indiana,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Texas,Human Trafficking,Involuntary Servitude,2,0,2,0
2019,Maryland,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Massachusetts,Human Trafficking,Involuntary Servitude,1,0,0,0
2018,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2017,Wisconsin,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Wisconsin,Human Trafficking,Involuntary Servitude,1,0,0,0
2018,Massachusetts,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Texas,Human Trafficking,Commercial Sex Acts,2,0,0,0
2017,Massachusetts,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Massachusetts,Human Trafficking,Involuntary Servitude,1,0,0,0
2018,Wisconsin,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Missouri,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Massachusetts,Human Trafficking,Commercial Sex Acts,2,0,2,0
2017,Wisconsin,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,Georgia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Wisconsin,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,Wisconsin,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Michigan,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Texas,Human Trafficking,Commercial Sex Acts,4,0,1,0
2017,Texas,Human Trafficking,Involuntary Servitude,13,0,12,0
2017,Michigan,Human Trafficking,Involuntary Servitude,1,0,0,0
2018,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2018,North Dakota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Wisconsin,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Oregon,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,Oregon,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Oregon,Human Trafficking,Commercial Sex Acts,1,0,1,0
2017,Oregon,Human Trafficking,Commercial Sex Acts,1,0,1,0
2018,Oregon,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Oregon,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,Texas,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,Oregon,Human Trafficking,Commercial Sex Acts,2,0,0,0
2019,Virginia,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,Indiana,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2018,Missouri,Human Trafficking,Commercial Sex Acts,1,0,1,0
2018,Minnesota,Human Trafficking,Commercial Sex Acts,5,0,3,0
2018,Texas,Human Trafficking,Commercial Sex Acts,3,0,0,0
2019,Illinois,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,Illinois,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Illinois,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Illinois,Human Trafficking,Involuntary Servitude,1,0,0,0
2018,Missouri,Human Trafficking,Commercial Sex Acts,1,0,1,0
2018,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Texas,Human Trafficking,Commercial Sex Acts,6,0,1,0
2018,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2018,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2018,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Illinois,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2017,Illinois,Human Trafficking,Involuntary Servitude,4,0,0,0
2017,Illinois,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Illinois,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Oklahoma,Human Trafficking,Commercial Sex Acts,1,0,1,0
2017,Louisiana,Human Trafficking,Commercial Sex Acts,1,0,1,0
2017,Texas,Human Trafficking,Commercial Sex Acts,3,1,1,0
2017,Illinois,Human Trafficking,Commercial Sex Acts,1,0,0,0
